"itemCraftado";"classe";"slot";"tier";"mapa";"ingredienteOrdem";"ingrediente";"quantidade";"papel";"origem"
"Desfibrilador Antimotim";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Núcleo de Choque Policial";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador Antimotim";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Selo Balístico Instável";"55";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador Antimotim";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador Antimotim";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Helix de Microcorte";"Médico";"MAIN_HAND";"8";"Complexo Helix";"1";"Microserra Helix (Tecnovarredura T8 Main Hand)";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra Helix de Microcorte";"Médico";"MAIN_HAND";"8";"Complexo Helix";"2";"Cápsula de Contenção Helix (Contenção T8 Main Hand)";"55";"SHARED_MATERIAL";"CONTENCAO"
"Serra Helix de Microcorte";"Médico";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Helix de Microcorte";"Médico";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador Neural Helix";"Médico";"MAIN_HAND";"8";"Complexo Helix";"1";"Atuador Neural de Choque";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador Neural Helix";"Médico";"MAIN_HAND";"8";"Complexo Helix";"2";"Módulo Cerâmico Helix (Contenção T8 Main Hand)";"55";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador Neural Helix";"Médico";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador Neural Helix";"Médico";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Necroclínica Carmesim";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Rotor Titânico Clínico";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra Necroclínica Carmesim";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Núcleo de Vedação Carmesim";"60";"SHARED_MATERIAL";"CONTENCAO"
"Serra Necroclínica Carmesim";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Necroclínica Carmesim";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador Carmesim da Necrópole";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Condutor Carmesim de Choque";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador Carmesim da Necrópole";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Câmara Necrótica Selada";"60";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador Carmesim da Necrópole";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador Carmesim da Necrópole";"Médico";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Serra do Marco Zero";"Médico";"MAIN_HAND";"10";"Marco Zero";"1";"Lâmina Rubra de Microcorte";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra do Marco Zero";"Médico";"MAIN_HAND";"10";"Marco Zero";"2";"Núcleo Rubro de Esterilização (Contenção T10 Main Hand)";"60";"SHARED_MATERIAL";"CONTENCAO"
"Serra do Marco Zero";"Médico";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Serra do Marco Zero";"Médico";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador do Último Pulso";"Médico";"MAIN_HAND";"10";"Marco Zero";"1";"Lâmina Rubra de Microcorte";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador do Último Pulso";"Médico";"MAIN_HAND";"10";"Marco Zero";"2";"Selo Final de Contenção";"60";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador do Último Pulso";"Médico";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador do Último Pulso";"Médico";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Soro Rachado";"Médico";"OFF_HAND";"1";"Subúrbio Silencioso";"1";"Circuito de Lanterna Quebrado";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Injetor de Soro Rachado";"Médico";"OFF_HAND";"1";"Subúrbio Silencioso";"2";"Ampola Vazia Suja";"40";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Soro Rachado";"Médico";"OFF_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Reativo Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Soro Rachado";"Médico";"OFF_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Oficina Oxidado";"Médico";"OFF_HAND";"2";"Distrito da Ferrugem";"1";"Gatilho de Alarme Oxidado";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Injetor de Oficina Oxidado";"Médico";"OFF_HAND";"2";"Distrito da Ferrugem";"2";"Ampola Selante Oxidada";"40";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Oficina Oxidado";"Médico";"OFF_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Reativo Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Oficina Oxidado";"Médico";"OFF_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Triagem Clínica";"Médico";"OFF_HAND";"3";"Hospital Santa Ruína";"1";"Acolchoado de Maca (Coleta T3 Pernas)";"90";"MAIN_COMPONENT";"COLETA"
"Injetor de Triagem Clínica";"Médico";"OFF_HAND";"3";"Hospital Santa Ruína";"2";"Lacre Estéril Amarelado";"45";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Triagem Clínica";"Médico";"OFF_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Reativo Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Triagem Clínica";"Médico";"OFF_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Emergência do Terminal";"Médico";"OFF_HAND";"4";"Terminal dos Esquecidos";"1";"Manta de Emergência Desfiada";"90";"MAIN_COMPONENT";"COLETA"
"Injetor de Emergência do Terminal";"Médico";"OFF_HAND";"4";"Terminal dos Esquecidos";"2";"Cartucho Sanitário de Cabine";"45";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Emergência do Terminal";"Médico";"OFF_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Reativo Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Emergência do Terminal";"Médico";"OFF_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Quarentena Verde";"Médico";"OFF_HAND";"5";"Zona de Quarentena 9";"1";"Sensor de Gás Verde (Tecnovarredura T5 Off Hand)";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Injetor de Quarentena Verde";"Médico";"OFF_HAND";"5";"Zona de Quarentena 9";"2";"Selante Bioquímico Verde";"50";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Quarentena Verde";"Médico";"OFF_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Reativo Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Quarentena Verde";"Médico";"OFF_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Reagente Cinzento";"Médico";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"1";"Avental de Borracha Carbonizado (Coleta T6 Armadura)";"100";"MAIN_COMPONENT";"COLETA"
"Injetor de Reagente Cinzento";"Médico";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"2";"Cápsula Química Ressecada";"50";"SHARED_MATERIAL";"CONTENCAO"
"Injetor de Reagente Cinzento";"Médico";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Reativo Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor de Reagente Cinzento";"Médico";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Mutagênico de Campo";"Médico";"OFF_HAND";"7";"Avenida dos Caídos";"1";"Colete Tático Paramédico";"110";"MAIN_COMPONENT";"COLETA"
"Injetor Mutagênico de Campo";"Médico";"OFF_HAND";"7";"Avenida dos Caídos";"2";"Cartucho Cerâmico Roxo";"55";"SHARED_MATERIAL";"CONTENCAO"
"Injetor Mutagênico de Campo";"Médico";"OFF_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Reativo Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Mutagênico de Campo";"Médico";"OFF_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Helix de Estabilização";"Médico";"OFF_HAND";"8";"Complexo Helix";"1";"Revestimento de Polímero Clínico";"110";"MAIN_COMPONENT";"COLETA"
"Injetor Helix de Estabilização";"Médico";"OFF_HAND";"8";"Complexo Helix";"2";"Ampola Cerâmica Helix";"55";"SHARED_MATERIAL";"CONTENCAO"
"Injetor Helix de Estabilização";"Médico";"OFF_HAND";"8";"Complexo Helix";"3";"Biomaterial Reativo Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Helix de Estabilização";"Médico";"OFF_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Carmesim de Reanimação";"Médico";"OFF_HAND";"9";"Necrópole Industrial";"1";"Núcleo de Dosagem Carmesim";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Injetor Carmesim de Reanimação";"Médico";"OFF_HAND";"9";"Necrópole Industrial";"2";"Câmara de Vedação Carmesim (Contenção T9 Off Hand)";"60";"SHARED_MATERIAL";"CONTENCAO"
"Injetor Carmesim de Reanimação";"Médico";"OFF_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Reativo Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor Carmesim de Reanimação";"Médico";"OFF_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor do Marco Zero";"Médico";"OFF_HAND";"10";"Marco Zero";"1";"Atuador Rubro de Dose Final";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Injetor do Marco Zero";"Médico";"OFF_HAND";"10";"Marco Zero";"2";"Núcleo Rubro de Esterilização (Contenção T10 Off Hand)";"60";"SHARED_MATERIAL";"CONTENCAO"
"Injetor do Marco Zero";"Médico";"OFF_HAND";"10";"Marco Zero";"3";"Biomaterial Reativo Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Injetor do Marco Zero";"Médico";"OFF_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Clínica Rasgada";"Médico";"HEAD";"1";"Subúrbio Silencioso";"1";"Filtro Pálido Sujo";"80";"MAIN_COMPONENT";"CONTENCAO"
"Máscara Clínica Rasgada";"Médico";"HEAD";"1";"Subúrbio Silencioso";"2";"Clipe de Respirador Quebrado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara Clínica Rasgada";"Médico";"HEAD";"1";"Subúrbio Silencioso";"3";"Biomaterial Craniano Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Clínica Rasgada";"Médico";"HEAD";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Oficina Médica";"Médico";"HEAD";"2";"Distrito da Ferrugem";"1";"Cartucho Filtrante Oxidado (Contenção T2 Elmo)";"80";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Oficina Médica";"Médico";"HEAD";"2";"Distrito da Ferrugem";"2";"Válvula de Respirador Oxidada";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Oficina Médica";"Médico";"HEAD";"2";"Distrito da Ferrugem";"3";"Biomaterial Craniano Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Oficina Médica";"Médico";"HEAD";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Isolamento Clínico";"Médico";"HEAD";"3";"Hospital Santa Ruína";"1";"Vedação de Máscara Clínica";"90";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Isolamento Clínico";"Médico";"HEAD";"3";"Hospital Santa Ruína";"2";"Sensor de Respiração Quebrado";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Isolamento Clínico";"Médico";"HEAD";"3";"Hospital Santa Ruína";"3";"Biomaterial Craniano Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Isolamento Clínico";"Médico";"HEAD";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Cabine Sanitária";"Médico";"HEAD";"4";"Terminal dos Esquecidos";"1";"Filtro de Cabine Amarelado";"90";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Cabine Sanitária";"Médico";"HEAD";"4";"Terminal dos Esquecidos";"2";"Módulo de Purificador de Cabine";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Cabine Sanitária";"Médico";"HEAD";"4";"Terminal dos Esquecidos";"3";"Biomaterial Craniano Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Cabine Sanitária";"Médico";"HEAD";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Quarentena Verde";"Médico";"HEAD";"5";"Zona de Quarentena 9";"1";"Cartucho de Quarentena Verde";"100";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Quarentena Verde";"Médico";"HEAD";"5";"Zona de Quarentena 9";"2";"Válvula Sanitária Verde";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Quarentena Verde";"Médico";"HEAD";"5";"Zona de Quarentena 9";"3";"Biomaterial Craniano Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Quarentena Verde";"Médico";"HEAD";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Vapor Cinzento";"Médico";"HEAD";"6";"Refinaria do Pó Cinzento";"1";"Filtro de Vapor Ressecado";"100";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Vapor Cinzento";"Médico";"HEAD";"6";"Refinaria do Pó Cinzento";"2";"Sensor de Vapores Cinzento";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Vapor Cinzento";"Médico";"HEAD";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Craniano Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Vapor Cinzento";"Médico";"HEAD";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Resgate Mutagênico";"Médico";"HEAD";"7";"Avenida dos Caídos";"1";"Inserto Cerâmico Respiratório";"110";"MAIN_COMPONENT";"CONTENCAO"
"Máscara de Resgate Mutagênico";"Médico";"HEAD";"7";"Avenida dos Caídos";"2";"Microvisor de Campo Roxo";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara de Resgate Mutagênico";"Médico";"HEAD";"7";"Avenida dos Caídos";"3";"Biomaterial Craniano Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara de Resgate Mutagênico";"Médico";"HEAD";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Helix de Biofiltro";"Médico";"HEAD";"8";"Complexo Helix";"1";"Cápsula Biofiltrante Helix";"110";"MAIN_COMPONENT";"CONTENCAO"
"Máscara Helix de Biofiltro";"Médico";"HEAD";"8";"Complexo Helix";"2";"Módulo Respiratório Helix";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara Helix de Biofiltro";"Médico";"HEAD";"8";"Complexo Helix";"3";"Biomaterial Craniano Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Helix de Biofiltro";"Médico";"HEAD";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Carmesim de Contenção";"Médico";"HEAD";"9";"Necrópole Industrial";"1";"Núcleo de Respiração Carmesim";"120";"MAIN_COMPONENT";"CONTENCAO"
"Máscara Carmesim de Contenção";"Médico";"HEAD";"9";"Necrópole Industrial";"2";"Interface Ocular Carmesim (Tecnovarredura T9 Elmo)";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara Carmesim de Contenção";"Médico";"HEAD";"9";"Necrópole Industrial";"3";"Biomaterial Craniano Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara Carmesim de Contenção";"Médico";"HEAD";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara do Marco Zero";"Médico";"HEAD";"10";"Marco Zero";"1";"Núcleo Rubro de Respiração";"120";"MAIN_COMPONENT";"CONTENCAO"
"Máscara do Marco Zero";"Médico";"HEAD";"10";"Marco Zero";"2";"Visor Rubro de Bioleitura";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Máscara do Marco Zero";"Médico";"HEAD";"10";"Marco Zero";"3";"Biomaterial Craniano Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Máscara do Marco Zero";"Médico";"HEAD";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Primeiros Socorros";"Médico";"ARMOR";"1";"Subúrbio Silencioso";"1";"Bolsa de Curativo Rasgada";"80";"MAIN_COMPONENT";"COLETA"
"Colete de Primeiros Socorros";"Médico";"ARMOR";"1";"Subúrbio Silencioso";"2";"Espuma Antisséptica Suja";"40";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Primeiros Socorros";"Médico";"ARMOR";"1";"Subúrbio Silencioso";"3";"Biomaterial Torácico Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Primeiros Socorros";"Médico";"ARMOR";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Paramédico Enferrujado";"Médico";"ARMOR";"2";"Distrito da Ferrugem";"1";"Bolsa de Ferramentas Médicas Gasta";"80";"MAIN_COMPONENT";"COLETA"
"Colete Paramédico Enferrujado";"Médico";"ARMOR";"2";"Distrito da Ferrugem";"2";"Vedação de Oficina Sanitária";"40";"SHARED_MATERIAL";"CONTENCAO"
"Colete Paramédico Enferrujado";"Médico";"ARMOR";"2";"Distrito da Ferrugem";"3";"Biomaterial Torácico Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Paramédico Enferrujado";"Médico";"ARMOR";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Triagem Clínica";"Médico";"ARMOR";"3";"Hospital Santa Ruína";"1";"Avental Hospitalar Grosso";"90";"MAIN_COMPONENT";"COLETA"
"Colete de Triagem Clínica";"Médico";"ARMOR";"3";"Hospital Santa Ruína";"2";"Placa de Isolamento Clínico";"45";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Triagem Clínica";"Médico";"ARMOR";"3";"Hospital Santa Ruína";"3";"Biomaterial Torácico Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Triagem Clínica";"Médico";"ARMOR";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Resgate do Terminal";"Médico";"ARMOR";"4";"Terminal dos Esquecidos";"1";"Manta de Emergência Desfiada";"90";"MAIN_COMPONENT";"COLETA"
"Colete de Resgate do Terminal";"Médico";"ARMOR";"4";"Terminal dos Esquecidos";"2";"Lacre Sanitário de Cabine";"45";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Resgate do Terminal";"Médico";"ARMOR";"4";"Terminal dos Esquecidos";"3";"Biomaterial Torácico Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Resgate do Terminal";"Médico";"ARMOR";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Quarentena Verde";"Médico";"ARMOR";"5";"Zona de Quarentena 9";"1";"Colete Antimordida Rasgado";"100";"MAIN_COMPONENT";"COLETA"
"Colete de Quarentena Verde";"Médico";"ARMOR";"5";"Zona de Quarentena 9";"2";"Resina de Quarentena Verde";"50";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Quarentena Verde";"Médico";"ARMOR";"5";"Zona de Quarentena 9";"3";"Biomaterial Torácico Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Quarentena Verde";"Médico";"ARMOR";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Vapor Cinzento";"Médico";"ARMOR";"6";"Refinaria do Pó Cinzento";"1";"Avental de Borracha Carbonizado (Coleta T6 Armadura)";"100";"MAIN_COMPONENT";"COLETA"
"Colete de Vapor Cinzento";"Médico";"ARMOR";"6";"Refinaria do Pó Cinzento";"2";"Vedação de Vapor Cinzenta";"50";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Vapor Cinzento";"Médico";"ARMOR";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Torácico Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Vapor Cinzento";"Médico";"ARMOR";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Campo Mutagênico";"Médico";"ARMOR";"7";"Avenida dos Caídos";"1";"Colete Tático Paramédico";"110";"MAIN_COMPONENT";"COLETA"
"Colete de Campo Mutagênico";"Médico";"ARMOR";"7";"Avenida dos Caídos";"2";"Placa Cerâmica Roxa";"55";"SHARED_MATERIAL";"CONTENCAO"
"Colete de Campo Mutagênico";"Médico";"ARMOR";"7";"Avenida dos Caídos";"3";"Biomaterial Torácico Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Colete de Campo Mutagênico";"Médico";"ARMOR";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Helix de Estabilização";"Médico";"ARMOR";"8";"Complexo Helix";"1";"Revestimento de Polímero Clínico";"110";"MAIN_COMPONENT";"COLETA"
"Colete Helix de Estabilização";"Médico";"ARMOR";"8";"Complexo Helix";"2";"Célula Cerâmica de Contenção";"55";"SHARED_MATERIAL";"CONTENCAO"
"Colete Helix de Estabilização";"Médico";"ARMOR";"8";"Complexo Helix";"3";"Biomaterial Torácico Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Helix de Estabilização";"Médico";"ARMOR";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Carmesim da Necrópole";"Médico";"ARMOR";"9";"Necrópole Industrial";"1";"Malha de Fibra Médica";"120";"MAIN_COMPONENT";"COLETA"
"Colete Carmesim da Necrópole";"Médico";"ARMOR";"9";"Necrópole Industrial";"2";"Câmara de Vedação Carmesim (Contenção T9 Armadura)";"60";"SHARED_MATERIAL";"CONTENCAO"
"Colete Carmesim da Necrópole";"Médico";"ARMOR";"9";"Necrópole Industrial";"3";"Biomaterial Torácico Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Colete Carmesim da Necrópole";"Médico";"ARMOR";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Colete do Último Socorro";"Médico";"ARMOR";"10";"Marco Zero";"1";"Manta de Fibra Rubra (Coleta T10 Armadura)";"120";"MAIN_COMPONENT";"COLETA"
"Colete do Último Socorro";"Médico";"ARMOR";"10";"Marco Zero";"2";"Núcleo Rubro de Quarentena";"60";"SHARED_MATERIAL";"CONTENCAO"
"Colete do Último Socorro";"Médico";"ARMOR";"10";"Marco Zero";"3";"Biomaterial Torácico Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Colete do Último Socorro";"Médico";"ARMOR";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Socorro Rasgadas";"Médico";"PANTS";"1";"Subúrbio Silencioso";"1";"Retalho de Calça Grossa";"80";"MAIN_COMPONENT";"COLETA"
"Calças de Socorro Rasgadas";"Médico";"PANTS";"1";"Subúrbio Silencioso";"2";"Fivela de Monitor Quebrada";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Socorro Rasgadas";"Médico";"PANTS";"1";"Subúrbio Silencioso";"3";"Biomaterial Articular Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Socorro Rasgadas";"Médico";"PANTS";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Oficina Sanitária";"Médico";"PANTS";"2";"Distrito da Ferrugem";"1";"Bainha de Uniforme Gasta (Coleta T2 Pernas)";"80";"MAIN_COMPONENT";"COLETA"
"Calças de Oficina Sanitária";"Médico";"PANTS";"2";"Distrito da Ferrugem";"2";"Sensor de Ferramenta Oxidado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Calças de Oficina Sanitária";"Médico";"PANTS";"2";"Distrito da Ferrugem";"3";"Biomaterial Articular Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Calças de Oficina Sanitária";"Médico";"PANTS";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
