scenarioKey,scenarioLabel,className,fromLevel,toLevel,tier,huntingLevel,xpRequired,effectiveXpPerHour,effectiveXpPerKill,killsPerHour,secondsPerFind,ttkSeconds,secondsPerMob,mapName,hoursToLevel,days24hToLevel,cumulativeHours,cumulativeDays24h,cumulativeDays12h,cumulativeDays6h
provavel,Provavel,Atirador,74,75,8,45,1087954,18092,208,87,6,35,41,Complexo Helix,60.1345,2.5056,4184.7896,174.3662,348.7325,697.4649
provavel,Provavel,Atirador,75,76,8,45,1631931,18092,208,87,6,35,41,Complexo Helix,90.2018,3.7584,4274.9914,178.1246,356.2493,712.4986
provavel,Provavel,Atirador,76,77,8,45,2357233,18092,208,87,6,35,41,Complexo Helix,130.2915,5.4288,4405.2829,183.5535,367.1069,734.2138
provavel,Provavel,Atirador,77,78,8,45,3263861,18092,208,87,6,35,41,Complexo Helix,180.4035,7.5168,4585.6864,191.0703,382.1405,764.2811
provavel,Provavel,Atirador,78,79,8,45,4261152,18092,208,87,6,35,41,Complexo Helix,235.5269,9.8136,4821.2133,200.8839,401.7678,803.5356
provavel,Provavel,Atirador,79,80,8,45,5167781,18092,208,87,6,35,41,Complexo Helix,285.639,11.9016,5106.8523,212.7855,425.571,851.1421
provavel,Provavel,Atirador,80,81,8,45,6165071,18092,208,87,6,35,41,Complexo Helix,340.7623,14.1984,5447.6146,226.9839,453.9679,907.9358
provavel,Provavel,Atirador,81,82,9,48,324390,26052,299.5,87,6,35,41,Necrópole Industrial,12.4516,0.5188,5460.0662,227.5028,455.0055,910.011
provavel,Provavel,Atirador,82,83,9,48,648780,26052,299.5,87,6,35,41,Necrópole Industrial,24.9033,1.0376,5484.9695,228.5404,457.0808,914.1616
provavel,Provavel,Atirador,83,84,9,48,1135365,26052,299.5,87,6,35,41,Necrópole Industrial,43.5807,1.8159,5528.5502,230.3563,460.7125,921.425
provavel,Provavel,Atirador,84,85,9,48,1946339,26052,299.5,87,6,35,41,Necrópole Industrial,74.7098,3.1129,5603.26,233.4692,466.9383,933.8767
provavel,Provavel,Atirador,85,86,9,48,2919509,26052,299.5,87,6,35,41,Necrópole Industrial,112.0647,4.6694,5715.3247,238.1385,476.2771,952.5541
provavel,Provavel,Atirador,86,87,9,48,4217069,26052,299.5,87,6,35,41,Necrópole Industrial,161.8712,6.7446,5877.1959,244.8832,489.7663,979.5326
provavel,Provavel,Atirador,87,88,9,48,5839018,26052,299.5,87,6,35,41,Necrópole Industrial,224.1294,9.3387,6101.3253,254.2219,508.4438,1016.8875
provavel,Provavel,Atirador,88,89,9,48,7623162,26052,299.5,87,6,35,41,Necrópole Industrial,292.6133,12.1922,6393.9386,266.4141,532.8282,1065.6564
provavel,Provavel,Atirador,89,90,9,48,9245112,26052,299.5,87,6,35,41,Necrópole Industrial,354.8715,14.7863,6748.81,281.2004,562.4008,1124.8017
provavel,Provavel,Atirador,90,91,9,48,11029256,26052,299.5,87,6,35,41,Necrópole Industrial,423.3554,17.6398,7172.1655,298.8402,597.6805,1195.3609
provavel,Provavel,Atirador,91,92,10,50,582238,37142,426.9,87,6,35,41,Marco Zero,15.676,0.6532,7187.8415,299.4934,598.9868,1197.9736
provavel,Provavel,Atirador,92,93,10,50,1164477,37142,426.9,87,6,35,41,Marco Zero,31.352,1.3063,7219.1935,300.7997,601.5995,1203.1989
provavel,Provavel,Atirador,93,94,10,50,2037834,37142,426.9,87,6,35,41,Marco Zero,54.866,2.2861,7274.0595,303.0858,606.1716,1212.3433
provavel,Provavel,Atirador,94,95,10,50,3493430,37142,426.9,87,6,35,41,Marco Zero,94.0561,3.919,7368.1156,307.0048,614.0096,1228.0193
provavel,Provavel,Atirador,95,96,10,50,5240144,37142,426.9,87,6,35,41,Marco Zero,141.0841,5.8785,7509.1997,312.8833,625.7666,1251.5333
provavel,Provavel,Atirador,96,97,10,50,7569097,37142,426.9,87,6,35,41,Marco Zero,203.7881,8.4912,7712.9877,321.3745,642.749,1285.498
provavel,Provavel,Atirador,97,98,10,50,10480289,37142,426.9,87,6,35,41,Marco Zero,282.1681,11.757,7995.1559,333.1315,666.263,1332.526
provavel,Provavel,Atirador,98,99,10,50,13682599,37142,426.9,87,6,35,41,Marco Zero,368.3862,15.3494,8363.542,348.4809,696.9618,1393.9237
provavel,Provavel,Atirador,99,100,10,50,16593791,37142,426.9,87,6,35,41,Marco Zero,446.7662,18.6153,8810.3083,367.0962,734.1924,1468.3847
provavel,Provavel,Medico,1,2,1,5,468,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,0.3075,0.0128,0.3075,0.0128,0.0256,0.0512
provavel,Provavel,Medico,2,3,1,5,936,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,0.615,0.0256,0.9225,0.0384,0.0769,0.1537
provavel,Provavel,Medico,3,4,1,5,1638,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,1.0762,0.0448,1.9987,0.0833,0.1666,0.3331
provavel,Provavel,Medico,4,5,1,5,2807,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,1.8443,0.0768,3.843,0.1601,0.3202,0.6405
provavel,Provavel,Medico,5,6,1,5,4211,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,2.7668,0.1153,6.6097,0.2754,0.5508,1.1016
provavel,Provavel,Medico,6,7,1,5,6082,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,3.9961,0.1665,10.6058,0.4419,0.8838,1.7676
provavel,Provavel,Medico,7,8,1,5,8422,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,5.5335,0.2306,16.1393,0.6725,1.3449,2.6899
provavel,Provavel,Medico,8,9,1,5,10995,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,7.224,0.301,23.3633,0.9735,1.9469,3.8939
provavel,Provavel,Medico,9,10,1,5,13334,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,8.7608,0.365,32.1242,1.3385,2.677,5.354
provavel,Provavel,Medico,10,11,1,5,15908,1522,9.2,166,13,8.6,21.6,Subúrbio Silencioso,10.452,0.4355,42.5762,1.774,3.548,7.096
provavel,Provavel,Medico,11,12,2,12,2495,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,1.5633,0.0651,44.1395,1.8391,3.6783,7.3566
provavel,Provavel,Medico,12,13,2,12,4991,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,3.1272,0.1303,47.2667,1.9694,3.9389,7.8778
provavel,Provavel,Medico,13,14,2,12,8734,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,5.4724,0.228,52.7391,2.1975,4.3949,8.7899
provavel,Provavel,Medico,14,15,2,12,14972,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,9.381,0.3909,62.1201,2.5883,5.1767,10.3533
provavel,Provavel,Medico,15,16,2,12,22458,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,14.0714,0.5863,76.1915,3.1746,6.3493,12.6986
provavel,Provavel,Medico,16,17,2,12,32439,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,20.3252,0.8469,96.5167,4.0215,8.0431,16.0861
provavel,Provavel,Medico,17,18,2,12,44916,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,28.1429,1.1726,124.6595,5.1941,10.3883,20.7766
provavel,Provavel,Medico,18,19,2,12,58640,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,36.7419,1.5309,161.4014,6.7251,13.4501,26.9002
provavel,Provavel,Medico,19,20,2,12,71116,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,44.5589,1.8566,205.9603,8.5817,17.1634,34.3267
provavel,Provavel,Medico,20,21,2,12,84840,1596,16,100,11,24.82,35.82,Distrito da Ferrugem,53.1579,2.2149,259.1182,10.7966,21.5932,43.1864
provavel,Provavel,Medico,21,22,3,18,7278,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,2.9901,0.1246,262.1083,10.9212,21.8424,43.6847
provavel,Provavel,Medico,22,23,3,18,14556,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,5.9803,0.2492,268.0886,11.1704,22.3407,44.6814
provavel,Provavel,Medico,23,24,3,18,25473,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,10.4655,0.4361,278.5541,11.6064,23.2128,46.4257
provavel,Provavel,Medico,24,25,3,18,43668,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,17.9408,0.7475,296.4949,12.354,24.7079,49.4158
provavel,Provavel,Medico,25,26,3,18,65502,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,26.9113,1.1213,323.4062,13.4753,26.9505,53.901
provavel,Provavel,Medico,26,27,3,18,94614,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,38.8718,1.6197,362.278,15.0949,30.1898,60.3797
provavel,Provavel,Medico,27,28,3,18,131004,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,53.8225,2.2426,416.1005,17.3375,34.675,69.3501
provavel,Provavel,Medico,28,29,3,18,171032,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,70.2679,2.9278,486.3684,20.2654,40.5307,81.0614
provavel,Provavel,Medico,29,30,3,18,207422,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,85.2186,3.5508,571.587,23.8161,47.6322,95.2645
provavel,Provavel,Medico,30,31,3,18,247451,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,101.6643,4.236,673.2513,28.0521,56.1043,112.2086
provavel,Provavel,Medico,31,32,4,25,14036,3491,46.5,75,9,39,48,Terminal dos Esquecidos,4.0206,0.1675,677.2719,28.2197,56.4393,112.8787
provavel,Provavel,Medico,32,33,4,25,28072,3491,46.5,75,9,39,48,Terminal dos Esquecidos,8.0412,0.3351,685.3132,28.5547,57.1094,114.2189
provavel,Provavel,Medico,33,34,4,25,49126,3491,46.5,75,9,39,48,Terminal dos Esquecidos,14.0722,0.5863,699.3854,29.1411,58.2821,116.5642
provavel,Provavel,Medico,34,35,4,25,84217,3491,46.5,75,9,39,48,Terminal dos Esquecidos,24.124,1.0052,723.5094,30.1462,60.2925,120.5849
provavel,Provavel,Medico,35,36,4,25,126325,3491,46.5,75,9,39,48,Terminal dos Esquecidos,36.1859,1.5077,759.6953,31.654,63.3079,126.6159
provavel,Provavel,Medico,36,37,4,25,182469,3491,46.5,75,9,39,48,Terminal dos Esquecidos,52.2684,2.1779,811.9637,33.8318,67.6636,135.3273
provavel,Provavel,Medico,37,38,4,25,252650,3491,46.5,75,9,39,48,Terminal dos Esquecidos,72.3718,3.0155,884.3355,36.8473,73.6946,147.3893
provavel,Provavel,Medico,38,39,4,25,329848,3491,46.5,75,9,39,48,Terminal dos Esquecidos,94.4852,3.9369,978.8208,40.7842,81.5684,163.1368
provavel,Provavel,Medico,39,40,4,25,400029,3491,46.5,75,9,39,48,Terminal dos Esquecidos,114.5887,4.7745,1093.4094,45.5587,91.1175,182.2349
provavel,Provavel,Medico,40,41,4,25,477227,3491,46.5,75,9,39,48,Terminal dos Esquecidos,136.7021,5.6959,1230.1115,51.2546,102.5093,205.0186
provavel,Provavel,Medico,41,42,5,30,28696,5404,71.1,76,8,39,47,Zona de Quarentena 9,5.3101,0.2213,1235.4217,51.4759,102.9518,205.9036
provavel,Provavel,Medico,42,43,5,30,57392,5404,71.1,76,8,39,47,Zona de Quarentena 9,10.6203,0.4425,1246.0419,51.9184,103.8368,207.6737
provavel,Provavel,Medico,43,44,5,30,100436,5404,71.1,76,8,39,47,Zona de Quarentena 9,18.5855,0.7744,1264.6274,52.6928,105.3856,210.7712
provavel,Provavel,Medico,44,45,5,30,172176,5404,71.1,76,8,39,47,Zona de Quarentena 9,31.8608,1.3275,1296.4883,54.0203,108.0407,216.0814
provavel,Provavel,Medico,45,46,5,30,258264,5404,71.1,76,8,39,47,Zona de Quarentena 9,47.7913,1.9913,1344.2795,56.0116,112.0233,224.0466
provavel,Provavel,Medico,46,47,5,30,373048,5404,71.1,76,8,39,47,Zona de Quarentena 9,69.0318,2.8763,1413.3114,58.888,117.7759,235.5519
provavel,Provavel,Medico,47,48,5,30,516529,5404,71.1,76,8,39,47,Zona de Quarentena 9,95.5827,3.9826,1508.8941,62.8706,125.7412,251.4823
provavel,Provavel,Medico,48,49,5,30,674357,5404,71.1,76,8,39,47,Zona de Quarentena 9,124.7885,5.1995,1633.6826,68.0701,136.1402,272.2804
provavel,Provavel,Medico,49,50,5,30,817837,5404,71.1,76,8,39,47,Zona de Quarentena 9,151.3392,6.3058,1785.0218,74.3759,148.7518,297.5036
provavel,Provavel,Medico,50,51,5,30,975665,5404,71.1,76,8,39,47,Zona de Quarentena 9,180.545,7.5227,1965.5667,81.8986,163.7972,327.5945
provavel,Provavel,Medico,51,52,6,35,53545,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,6.5635,0.2735,1972.1302,82.1721,164.3442,328.6884
provavel,Provavel,Medico,52,53,6,35,107090,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,13.127,0.547,1985.2572,82.7191,165.4381,330.8762
provavel,Provavel,Medico,53,54,6,35,187408,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,22.9723,0.9572,2008.2295,83.6762,167.3525,334.7049
provavel,Provavel,Medico,54,55,6,35,321271,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,39.3811,1.6409,2047.6106,85.3171,170.6342,341.2684
provavel,Provavel,Medico,55,56,6,35,481906,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,59.0716,2.4613,2106.6822,87.7784,175.5569,351.1137
provavel,Provavel,Medico,56,57,6,35,696087,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,85.3257,3.5552,2192.0079,91.3337,182.6673,365.3347
provavel,Provavel,Medico,57,58,6,35,963812,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,118.1432,4.9226,2310.1511,96.2563,192.5126,385.0252
provavel,Provavel,Medico,58,59,6,35,1258310,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,154.2425,6.4268,2464.3935,102.6831,205.3661,410.7323
provavel,Provavel,Medico,59,60,6,35,1526036,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,187.0601,7.7942,2651.4536,110.4772,220.9545,441.9089
provavel,Provavel,Medico,60,61,6,35,1820534,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,223.1594,9.2983,2874.613,119.7755,239.5511,479.1022
provavel,Provavel,Medico,61,62,7,40,102048,12029,158.3,76,7,40,47,Avenida dos Caídos,8.4835,0.3535,2883.0965,120.129,240.258,480.5161
provavel,Provavel,Medico,62,63,7,40,204095,12029,158.3,76,7,40,47,Avenida dos Caídos,16.9669,0.707,2900.0634,120.836,241.6719,483.3439
provavel,Provavel,Medico,63,64,7,40,357167,12029,158.3,76,7,40,47,Avenida dos Caídos,29.6922,1.2372,2929.7555,122.0731,244.1463,488.2926
provavel,Provavel,Medico,64,65,7,40,612286,12029,158.3,76,7,40,47,Avenida dos Caídos,50.9008,2.1209,2980.6563,124.194,248.388,496.7761
provavel,Provavel,Medico,65,66,7,40,918429,12029,158.3,76,7,40,47,Avenida dos Caídos,76.3512,3.1813,3057.0076,127.3753,254.7506,509.5013
provavel,Provavel,Medico,66,67,7,40,1326619,12029,158.3,76,7,40,47,Avenida dos Caídos,110.2851,4.5952,3167.2926,131.9705,263.9411,527.8821
provavel,Provavel,Medico,67,68,7,40,1836858,12029,158.3,76,7,40,47,Avenida dos Caídos,152.7025,6.3626,3319.9951,138.3331,276.6663,553.3325
provavel,Provavel,Medico,68,69,7,40,2398120,12029,158.3,76,7,40,47,Avenida dos Caídos,199.3615,8.3067,3519.3567,146.6399,293.2797,586.5594
provavel,Provavel,Medico,69,70,7,40,2908358,12029,158.3,76,7,40,47,Avenida dos Caídos,241.7789,10.0741,3761.1355,156.714,313.428,626.8559
provavel,Provavel,Medico,70,71,7,40,3469620,12029,158.3,76,7,40,47,Avenida dos Caídos,288.4379,12.0182,4049.5735,168.7322,337.4645,674.9289
provavel,Provavel,Medico,71,72,8,45,181326,17881,229.2,78,6,40,46,Complexo Helix,10.1407,0.4225,4059.7142,169.1548,338.3095,676.619
provavel,Provavel,Medico,72,73,8,45,362651,17881,229.2,78,6,40,46,Complexo Helix,20.2814,0.8451,4079.9955,169.9998,339.9996,679.9993
provavel,Provavel,Medico,73,74,8,45,634640,17881,229.2,78,6,40,46,Complexo Helix,35.4924,1.4789,4115.488,171.4787,342.9573,685.9147
provavel,Provavel,Medico,74,75,8,45,1087954,17881,229.2,78,6,40,46,Complexo Helix,60.8441,2.5352,4176.3321,174.0138,348.0277,696.0553
provavel,Provavel,Medico,75,76,8,45,1631931,17881,229.2,78,6,40,46,Complexo Helix,91.2662,3.8028,4267.5983,177.8166,355.6332,711.2664
provavel,Provavel,Medico,76,77,8,45,2357233,17881,229.2,78,6,40,46,Complexo Helix,131.8289,5.4929,4399.4272,183.3095,366.6189,733.2379
provavel,Provavel,Medico,77,78,8,45,3263861,17881,229.2,78,6,40,46,Complexo Helix,182.5324,7.6055,4581.9596,190.915,381.83,763.6599
provavel,Provavel,Medico,78,79,8,45,4261152,17881,229.2,78,6,40,46,Complexo Helix,238.3061,9.9294,4820.2657,200.8444,401.6888,803.3776
provavel,Provavel,Medico,79,80,8,45,5167781,17881,229.2,78,6,40,46,Complexo Helix,289.0096,12.0421,5109.2753,212.8865,425.7729,851.5459
provavel,Provavel,Medico,80,81,8,45,6165071,17881,229.2,78,6,40,46,Complexo Helix,344.7833,14.366,5454.0587,227.2524,454.5049,909.0098
provavel,Provavel,Medico,81,82,9,48,324390,25073,329.9,76,6,41,47,Necrópole Industrial,12.9378,0.5391,5466.9965,227.7915,455.583,911.1661
provavel,Provavel,Medico,82,83,9,48,648780,25073,329.9,76,6,41,47,Necrópole Industrial,25.8756,1.0782,5492.8721,228.8697,457.7393,915.4787
provavel,Provavel,Medico,83,84,9,48,1135365,25073,329.9,76,6,41,47,Necrópole Industrial,45.2824,1.8868,5538.1545,230.7564,461.5129,923.0258
provavel,Provavel,Medico,84,85,9,48,1946339,25073,329.9,76,6,41,47,Necrópole Industrial,77.6269,3.2345,5615.7814,233.9909,467.9818,935.9636
provavel,Provavel,Medico,85,86,9,48,2919509,25073,329.9,76,6,41,47,Necrópole Industrial,116.4404,4.8517,5732.2218,238.8426,477.6851,955.3703
provavel,Provavel,Medico,86,87,9,48,4217069,25073,329.9,76,6,41,47,Necrópole Industrial,168.1916,7.008,5900.4134,245.8506,491.7011,983.4022
provavel,Provavel,Medico,87,88,9,48,5839018,25073,329.9,76,6,41,47,Necrópole Industrial,232.8807,9.7034,6133.2941,255.5539,511.1078,1022.2157
provavel,Provavel,Medico,88,89,9,48,7623162,25073,329.9,76,6,41,47,Necrópole Industrial,304.0387,12.6683,6437.3328,268.2222,536.4444,1072.8888
provavel,Provavel,Medico,89,90,9,48,9245112,25073,329.9,76,6,41,47,Necrópole Industrial,368.7278,15.3637,6806.0606,283.5859,567.1717,1134.3434
provavel,Provavel,Medico,90,91,9,48,11029256,25073,329.9,76,6,41,47,Necrópole Industrial,439.8858,18.3286,7245.9464,301.9144,603.8289,1207.6577
provavel,Provavel,Medico,91,92,10,50,582238,35759,470.5,76,6,41,47,Marco Zero,16.2823,0.6784,7262.2286,302.5929,605.1857,1210.3714
provavel,Provavel,Medico,92,93,10,50,1164477,35759,470.5,76,6,41,47,Marco Zero,32.5646,1.3569,7294.7932,303.9497,607.8994,1215.7989
provavel,Provavel,Medico,93,94,10,50,2037834,35759,470.5,76,6,41,47,Marco Zero,56.988,2.3745,7351.7812,306.3242,612.6484,1225.2969
provavel,Provavel,Medico,94,95,10,50,3493430,35759,470.5,76,6,41,47,Marco Zero,97.6937,4.0706,7449.475,310.3948,620.7896,1241.5792
provavel,Provavel,Medico,95,96,10,50,5240144,35759,470.5,76,6,41,47,Marco Zero,146.5406,6.1059,7596.0155,316.5006,633.0013,1266.0026
provavel,Provavel,Medico,96,97,10,50,7569097,35759,470.5,76,6,41,47,Marco Zero,211.6697,8.8196,7807.6852,325.3202,650.6404,1301.2809
provavel,Provavel,Medico,97,98,10,50,10480289,35759,470.5,76,6,41,47,Marco Zero,293.0812,12.2117,8100.7664,337.5319,675.0639,1350.1277
provavel,Provavel,Medico,98,99,10,50,13682599,35759,470.5,76,6,41,47,Marco Zero,382.6337,15.9431,8483.4001,353.475,706.95,1413.9
provavel,Provavel,Medico,99,100,10,50,16593791,35759,470.5,76,6,41,47,Marco Zero,464.0452,19.3352,8947.4453,372.8102,745.6204,1491.2409
otimista,Otimista,Lutador,1,2,1,10,468,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,0.2859,0.0119,0.2859,0.0119,0.0238,0.0476
otimista,Otimista,Lutador,2,3,1,10,936,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,0.5718,0.0238,0.8577,0.0357,0.0715,0.1429
otimista,Otimista,Lutador,3,4,1,10,1638,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,1.0006,0.0417,1.8583,0.0774,0.1549,0.3097
otimista,Otimista,Lutador,4,5,1,10,2807,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,1.7147,0.0714,3.573,0.1489,0.2977,0.5955
otimista,Otimista,Lutador,5,6,1,10,4211,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,2.5724,0.1072,6.1454,0.2561,0.5121,1.0242
otimista,Otimista,Lutador,6,7,1,10,6082,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,3.7153,0.1548,9.8607,0.4109,0.8217,1.6435
otimista,Otimista,Lutador,7,8,1,10,8422,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,5.1448,0.2144,15.0055,0.6252,1.2505,2.5009
otimista,Otimista,Lutador,8,9,1,10,10995,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,6.7166,0.2799,21.7221,0.9051,1.8102,3.6203
otimista,Otimista,Lutador,9,10,1,10,13334,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,8.1454,0.3394,29.8674,1.2445,2.489,4.9779
otimista,Otimista,Lutador,10,11,1,10,15908,1637,9.3,176,12,8.34,20.34,Subúrbio Silencioso,9.7178,0.4049,39.5852,1.6494,3.2988,6.5975
otimista,Otimista,Lutador,11,12,2,15,2495,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,1.5594,0.065,41.1446,1.7144,3.4287,6.8574
otimista,Otimista,Lutador,12,13,2,15,4991,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,3.1194,0.13,44.264,1.8443,3.6887,7.3773
otimista,Otimista,Lutador,13,14,2,15,8734,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,5.4588,0.2274,49.7227,2.0718,4.1436,8.2871
otimista,Otimista,Lutador,14,15,2,15,14972,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,9.3575,0.3899,59.0802,2.4617,4.9234,9.8467
otimista,Otimista,Lutador,15,16,2,15,22458,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,14.0363,0.5848,73.1165,3.0465,6.093,12.1861
otimista,Otimista,Lutador,16,17,2,15,32439,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,20.2744,0.8448,93.3908,3.8913,7.7826,15.5651
otimista,Otimista,Lutador,17,18,2,15,44916,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,28.0725,1.1697,121.4633,5.061,10.1219,20.2439
otimista,Otimista,Lutador,18,19,2,15,58640,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,36.65,1.5271,158.1133,6.5881,13.1761,26.3522
otimista,Otimista,Lutador,19,20,2,15,71116,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,44.4475,1.852,202.5608,8.44,16.8801,33.7601
otimista,Otimista,Lutador,20,21,2,15,84840,1600,16,100,11,24.68,35.68,Distrito da Ferrugem,53.025,2.2094,255.5858,10.6494,21.2988,42.5976
otimista,Otimista,Lutador,21,22,3,20,7278,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,2.9597,0.1233,258.5456,10.7727,21.5455,43.0909
otimista,Otimista,Lutador,22,23,3,20,14556,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,5.9195,0.2466,264.4651,11.0194,22.0388,44.0775
otimista,Otimista,Lutador,23,24,3,20,25473,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,10.3591,0.4316,274.8242,11.451,22.902,45.804
otimista,Otimista,Lutador,24,25,3,20,43668,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,17.7584,0.7399,292.5826,12.1909,24.3819,48.7638
otimista,Otimista,Lutador,25,26,3,20,65502,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,26.6377,1.1099,319.2202,13.3008,26.6017,53.2034
otimista,Otimista,Lutador,26,27,3,20,94614,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,38.4766,1.6032,357.6969,14.904,29.8081,59.6161
otimista,Otimista,Lutador,27,28,3,20,131004,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,53.2753,2.2198,410.9722,17.1238,34.2477,68.4954
otimista,Otimista,Lutador,28,29,3,20,171032,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,69.5535,2.8981,480.5257,20.0219,40.0438,80.0876
otimista,Otimista,Lutador,29,30,3,20,207422,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,84.3522,3.5147,564.8778,23.5366,47.0732,94.1463
otimista,Otimista,Lutador,30,31,3,20,247451,2459,28.9,85,10,32.22,42.22,Hospital Santa Ruína,100.6307,4.1929,665.5086,27.7295,55.459,110.9181
otimista,Otimista,Lutador,31,32,4,25,14036,3491,46.5,75,9,39,48,Terminal dos Esquecidos,4.0206,0.1675,669.5292,27.897,55.7941,111.5882
otimista,Otimista,Lutador,32,33,4,25,28072,3491,46.5,75,9,39,48,Terminal dos Esquecidos,8.0412,0.3351,677.5704,28.2321,56.4642,112.9284
otimista,Otimista,Lutador,33,34,4,25,49126,3491,46.5,75,9,39,48,Terminal dos Esquecidos,14.0722,0.5863,691.6426,28.8184,57.6369,115.2738
otimista,Otimista,Lutador,34,35,4,25,84217,3491,46.5,75,9,39,48,Terminal dos Esquecidos,24.124,1.0052,715.7667,29.8236,59.6472,119.2944
otimista,Otimista,Lutador,35,36,4,25,126325,3491,46.5,75,9,39,48,Terminal dos Esquecidos,36.1859,1.5077,751.9526,31.3314,62.6627,125.3254
otimista,Otimista,Lutador,36,37,4,25,182469,3491,46.5,75,9,39,48,Terminal dos Esquecidos,52.2684,2.1779,804.221,33.5092,67.0184,134.0368
otimista,Otimista,Lutador,37,38,4,25,252650,3491,46.5,75,9,39,48,Terminal dos Esquecidos,72.3718,3.0155,876.5928,36.5247,73.0494,146.0988
otimista,Otimista,Lutador,38,39,4,25,329848,3491,46.5,75,9,39,48,Terminal dos Esquecidos,94.4852,3.9369,971.078,40.4616,80.9232,161.8463
otimista,Otimista,Lutador,39,40,4,25,400029,3491,46.5,75,9,39,48,Terminal dos Esquecidos,114.5887,4.7745,1085.6667,45.2361,90.4722,180.9444
otimista,Otimista,Lutador,40,41,4,25,477227,3491,46.5,75,9,39,48,Terminal dos Esquecidos,136.7021,5.6959,1222.3688,50.932,101.8641,203.7281
otimista,Otimista,Lutador,41,42,5,35,28696,5461,71.9,76,7,40,47,Zona de Quarentena 9,5.2547,0.2189,1227.6235,51.151,102.302,204.6039
otimista,Otimista,Lutador,42,43,5,35,57392,5461,71.9,76,7,40,47,Zona de Quarentena 9,10.5094,0.4379,1238.1329,51.5889,103.1777,206.3555
otimista,Otimista,Lutador,43,44,5,35,100436,5461,71.9,76,7,40,47,Zona de Quarentena 9,18.3915,0.7663,1256.5244,52.3552,104.7104,209.4207
