"item";"classe";"slot";"familia";"tier";"raridade";"mapa";"materialPrincipal";"origemPrincipal";"qtdPrincipal";"materialSecundario";"origemSecundaria";"qtdSecundario";"materialTerciario";"origemTerciaria";"qtdTerciario";"biomaterial";"qtdBiomaterial";"residuo";"qtdResiduo";"motivo"
"Rifle de Contenção Verde";"Atirador";"MAIN_HAND";"Rifle";"5";"RARE";"Zona de Quarentena 9";"Cano de Contenção Selado";"ARSENAL";"75";"Trilho de Barreira Verde";"DESMANCHE";"38";"Ampola Selante Verde";"CONTENCAO";"37";"Biomaterial Cortante Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Quarentena Selada";"Atirador";"MAIN_HAND";"Pistola";"5";"RARE";"Zona de Quarentena 9";"Ferrolho Sanitário Verde";"ARSENAL";"75";"Placa de Porta Selada";"DESMANCHE";"38";"Cano de Contenção Selado";"ARSENAL";"37";"Biomaterial Cortante Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle de Fuligem Cinzenta";"Atirador";"MAIN_HAND";"Rifle";"6";"RARE";"Refinaria do Pó Cinzento";"Cano Industrial Queimado";"ARSENAL";"75";"Suporte de Caldeira Serrado";"DESMANCHE";"38";"Pasta Isolante Cinzenta";"CONTENCAO";"37";"Biomaterial Cortante Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Pressão da Refinaria";"Atirador";"MAIN_HAND";"Pistola";"6";"RARE";"Refinaria do Pó Cinzento";"Câmara de Pressão Cinzenta";"ARSENAL";"75";"Válvula de Refinaria";"DESMANCHE";"38";"Cano Industrial Queimado";"ARSENAL";"37";"Biomaterial Cortante Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle Antimotim Roxo";"Atirador";"MAIN_HAND";"Rifle";"7";"EPIC";"Avenida dos Caídos";"Cano Balístico de Viatura";"ARSENAL";"83";"Calha de Viatura Blindada";"DESMANCHE";"41";"Placa Antimotim Recortada (Desmanche T7 Main Hand)";"DESMANCHE";"41";"Biomaterial Cortante Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Patrulha Mutagênica";"Atirador";"MAIN_HAND";"Pistola";"7";"EPIC";"Avenida dos Caídos";"Ferrolho Balístico Roxo";"ARSENAL";"83";"Placa Antimotim Recortada (Desmanche T7 Main Hand)";"DESMANCHE";"41";"Cano Balístico de Viatura";"ARSENAL";"41";"Biomaterial Cortante Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle Helix de Precisão";"Atirador";"MAIN_HAND";"Rifle";"8";"EPIC";"Complexo Helix";"Câmara Helix de Disparo";"ARSENAL";"83";"Trilho Experimental Helix";"DESMANCHE";"41";"Cápsula de Contenção Helix (Contenção T8 Main Hand)";"CONTENCAO";"41";"Biomaterial Cortante Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Pulso Experimental";"Atirador";"MAIN_HAND";"Pistola";"8";"EPIC";"Complexo Helix";"Emissor de Pulso Helix";"ARSENAL";"83";"Carcaça de Atuador Helix";"DESMANCHE";"41";"Módulo Cerâmico Helix (Contenção T8 Main Hand)";"CONTENCAO";"41";"Biomaterial Cortante Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle Carmesim da Necrópole";"Atirador";"MAIN_HAND";"Rifle";"9";"LEGENDARY";"Necrópole Industrial";"Cano Titânico Carmesim";"ARSENAL";"90";"Trilho Necroindustrial";"DESMANCHE";"45";"Condutor Carmesim de Choque";"TECNOVARREDURA";"45";"Biomaterial Cortante Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola Titânica de Execução";"Atirador";"MAIN_HAND";"Pistola";"9";"LEGENDARY";"Necrópole Industrial";"Núcleo de Disparo Carmesim";"ARSENAL";"90";"Placa Titânica Cortante";"DESMANCHE";"45";"Cano Titânico Carmesim";"ARSENAL";"45";"Biomaterial Cortante Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle do Marco Zero";"Atirador";"MAIN_HAND";"Rifle";"10";"LEGENDARY";"Marco Zero";"Lâmina Rubra do Marco";"ARSENAL";"90";"Suporte Titânico do Marco";"DESMANCHE";"45";"Núcleo Rubro de Esterilização (Contenção T10 Main Hand)";"CONTENCAO";"45";"Biomaterial Cortante Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola da Última Bala";"Atirador";"MAIN_HAND";"Pistola";"10";"LEGENDARY";"Marco Zero";"Lâmina Rubra do Marco";"ARSENAL";"90";"Núcleo de Recuo Titânico";"DESMANCHE";"45";"Trança de Fibra Escarlate (Patrulha T10 Main Hand)";"PATRULHA";"45";"Biomaterial Cortante Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Pistola, MAIN_HAND e Atirador."
"Carregador de Lata Amassada";"Atirador";"OFF_HAND";"Carregador";"1";"COMMON";"Subúrbio Silencioso";"Pente de Munição Velho";"ARSENAL";"60";"Bolsa de Munição Rasgada";"PATRULHA";"30";"Tampa Metálica Amassada";"DESMANCHE";"30";"Biomaterial Reativo Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador de Oficina Oxidado";"Atirador";"OFF_HAND";"Carregador";"2";"COMMON";"Distrito da Ferrugem";"Mola de Carregador Oxidada";"ARSENAL";"60";"Porta-munição Oleoso";"PATRULHA";"30";"Gatilho de Alarme Oxidado";"TECNOVARREDURA";"30";"Biomaterial Reativo Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador de Triagem Clínica";"Atirador";"OFF_HAND";"Carregador";"3";"UNCOMMON";"Hospital Santa Ruína";"Tambor de Dardos Clínicos";"ARSENAL";"68";"Estojo de Ampolas Rasgado";"PATRULHA";"34";"Lacre Estéril Amarelado";"CONTENCAO";"33";"Biomaterial Reativo Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador de Embarque Rápido";"Atirador";"OFF_HAND";"Carregador";"4";"UNCOMMON";"Terminal dos Esquecidos";"Cartucho de Sinalização";"ARSENAL";"68";"Porta-cartuchos de Bagagem";"PATRULHA";"34";"Cartucho Sanitário de Cabine";"CONTENCAO";"33";"Biomaterial Reativo Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador de Quarentena Verde";"Atirador";"OFF_HAND";"Carregador";"5";"RARE";"Zona de Quarentena 9";"Pente Selado Verde";"ARSENAL";"75";"Bolsa Sanitária de Cartuchos";"PATRULHA";"38";"Sensor de Gás Verde (Tecnovarredura T5 Off Hand)";"TECNOVARREDURA";"37";"Biomaterial Reativo Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador de Fuligem Pesada";"Atirador";"OFF_HAND";"Carregador";"6";"RARE";"Refinaria do Pó Cinzento";"Mola Industrial Queimada";"ARSENAL";"75";"Estojo Antióleo";"PATRULHA";"38";"Junta de Vapor Cinzenta";"CONTENCAO";"37";"Biomaterial Reativo Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador Antimotim Instável";"Atirador";"OFF_HAND";"Carregador";"7";"EPIC";"Avenida dos Caídos";"Casco de Capacete de Motim";"DESMANCHE";"83";"Bolsa Tática Rasgada";"PATRULHA";"41";"Emissor de Ruído Instável";"TECNOVARREDURA";"41";"Biomaterial Reativo Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador Helix Pressurizado";"Atirador";"OFF_HAND";"Carregador";"8";"EPIC";"Complexo Helix";"Cúpula de Proteção Helix";"DESMANCHE";"83";"Estojo de Polímero Helix";"PATRULHA";"41";"Cápsula de Contenção Helix (Contenção T8 Off Hand)";"CONTENCAO";"41";"Biomaterial Reativo Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador Carmesim da Necrópole";"Atirador";"OFF_HAND";"Carregador";"9";"LEGENDARY";"Necrópole Industrial";"Núcleo Explosivo Carmesim";"ARSENAL";"90";"Rede de Fibra de Munição";"PATRULHA";"45";"Câmara de Vedação Carmesim (Contenção T9 Off Hand)";"CONTENCAO";"45";"Biomaterial Reativo Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Carregador, OFF_HAND e Atirador."
"Carregador do Último Disparo";"Atirador";"OFF_HAND";"Carregador";"10";"LEGENDARY";"Marco Zero";"Placa Titânica do Marco Zero";"DESMANCHE";"90";"Envoltório de Fibra Escarlate";"PATRULHA";"45";"Núcleo Rubro de Esterilização (Contenção T10 Off Hand)";"CONTENCAO";"45";"Biomaterial Reativo Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Carregador, OFF_HAND e Atirador."
"Viseira de Mira Rachada";"Atirador";"HEAD";"Viseira";"1";"COMMON";"Subúrbio Silencioso";"Bolso de Munição Furado";"ARSENAL";"60";"Faixa de Boné Gasto";"PATRULHA";"30";"Lente de Mira Quebrada";"ARSENAL";"30";"Biomaterial Craniano Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Viseira, HEAD e Atirador."
"Viseira de Oficina Oxidada";"Atirador";"HEAD";"Viseira";"2";"COMMON";"Distrito da Ferrugem";"Porta-cartuchos Oxidado";"ARSENAL";"60";"Tira de Avental de Oficina";"PATRULHA";"30";"Casco de Solda Enferrujado";"DESMANCHE";"30";"Biomaterial Craniano Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Viseira, HEAD e Atirador."
"Viseira de Triagem Balística";"Atirador";"HEAD";"Viseira";"3";"UNCOMMON";"Hospital Santa Ruína";"Estojo de Dardos Clínicos";"ARSENAL";"68";"Touca de Resgate Reforçada";"PATRULHA";"34";"Vedação de Máscara Clínica";"CONTENCAO";"33";"Biomaterial Craniano Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Viseira, HEAD e Atirador."
"Viseira de Embarque Tático";"Atirador";"HEAD";"Viseira";"4";"UNCOMMON";"Terminal dos Esquecidos";"Bolsa de Cartuchos de Sinalização";"ARSENAL";"68";"Tira de Bagageiro Acolchoada";"PATRULHA";"34";"Filtro de Cabine Amarelado";"CONTENCAO";"33";"Biomaterial Craniano Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Viseira, HEAD e Atirador."
"Viseira de Quarentena Verde";"Atirador";"HEAD";"Viseira";"5";"RARE";"Zona de Quarentena 9";"Casco de Contenção Pesada";"DESMANCHE";"75";"Forro Antimordida Tático";"PATRULHA";"38";"Visor de Quarentena";"TECNOVARREDURA";"37";"Biomaterial Craniano Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Viseira, HEAD e Atirador."
"Viseira de Vapor Cinzento";"Atirador";"HEAD";"Viseira";"6";"RARE";"Refinaria do Pó Cinzento";"Máscara de Solda Pesada";"DESMANCHE";"75";"Gola de Borracha Queimada";"PATRULHA";"38";"Filtro de Vapor Ressecado";"CONTENCAO";"37";"Biomaterial Craniano Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Viseira, HEAD e Atirador."
"Viseira Antimotim Roxa";"Atirador";"HEAD";"Viseira";"7";"EPIC";"Avenida dos Caídos";"Casco de Capacete de Motim";"DESMANCHE";"83";"Acolchoado Tático Rasgado";"PATRULHA";"41";"Microvisor de Campo Roxo";"TECNOVARREDURA";"41";"Biomaterial Craniano Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Viseira, HEAD e Atirador."
"Viseira Helix de Rastreamento";"Atirador";"HEAD";"Viseira";"8";"EPIC";"Complexo Helix";"Cúpula de Proteção Helix";"DESMANCHE";"83";"Revestimento de Polímero Craniano";"PATRULHA";"41";"Módulo Cerâmico Helix (Contenção T8 Elmo)";"CONTENCAO";"41";"Biomaterial Craniano Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Viseira, HEAD e Atirador."
"Viseira Carmesim da Necrópole";"Atirador";"HEAD";"Viseira";"9";"LEGENDARY";"Necrópole Industrial";"Casco Titânico Industrial";"DESMANCHE";"90";"Trama de Fibra Craniana";"PATRULHA";"45";"Visor Carmesim Selado";"CONTENCAO";"45";"Biomaterial Craniano Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Viseira, HEAD e Atirador."
"Viseira do Marco Zero";"Atirador";"HEAD";"Viseira";"10";"LEGENDARY";"Marco Zero";"Coroa Titânica do Marco";"DESMANCHE";"90";"Forro de Fibra Escarlate";"PATRULHA";"45";"Visor Rubro de Bioleitura";"TECNOVARREDURA";"45";"Biomaterial Craniano Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Viseira, HEAD e Atirador."
"Jaqueta de Couro Furado";"Atirador";"ARMOR";"Jaqueta";"1";"COMMON";"Subúrbio Silencioso";"Calça Cargo Rasgada";"PATRULHA";"60";"Placa de Porta Leve";"DESMANCHE";"30";"Jaqueta Remendada";"COLETA";"30";"Biomaterial Torácico Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta de Oficina Oxidada";"Atirador";"ARMOR";"Jaqueta";"2";"COMMON";"Distrito da Ferrugem";"Bainha de Uniforme Gasta (Patrulha T2 Pernas)";"PATRULHA";"60";"Lataria Enferrujada";"DESMANCHE";"30";"Colete de Operário Gasto";"COLETA";"30";"Biomaterial Torácico Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta de Resgate Clínico";"Atirador";"ARMOR";"Jaqueta";"3";"UNCOMMON";"Hospital Santa Ruína";"Acolchoado de Maca (Patrulha T3 Pernas)";"PATRULHA";"68";"Estrutura de Maca Dobrada";"DESMANCHE";"34";"Placa de Isolamento Clínico";"CONTENCAO";"33";"Biomaterial Torácico Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta de Patrulha do Terminal";"Atirador";"ARMOR";"Jaqueta";"4";"UNCOMMON";"Terminal dos Esquecidos";"Capuz de Passageiro Desfiado";"PATRULHA";"68";"Painel de Bagageiro Amassado";"DESMANCHE";"34";"Forro de Assento Rasgado";"COLETA";"33";"Biomaterial Torácico Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta de Quarentena Balística";"Atirador";"ARMOR";"Jaqueta";"5";"RARE";"Zona de Quarentena 9";"Manguito Antimordida Leve (Patrulha T5 Pés)";"PATRULHA";"75";"Painel de Barreira Selada";"DESMANCHE";"38";"Colete Antimordida Rasgado";"COLETA";"37";"Biomaterial Torácico Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta de Refinaria Blindada";"Atirador";"ARMOR";"Jaqueta";"6";"RARE";"Refinaria do Pó Cinzento";"Avental Antióleo Reforçado";"PATRULHA";"75";"Placa de Caldeira Pesada";"DESMANCHE";"38";"Avental de Borracha Carbonizado (Coleta T6 Armadura)";"COLETA";"37";"Biomaterial Torácico Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta Antimotim do Atirador";"Atirador";"ARMOR";"Jaqueta";"7";"EPIC";"Avenida dos Caídos";"Calha de Viatura Blindada";"DESMANCHE";"83";"Placa Antimotim Recortada (Desmanche T7 Armadura)";"DESMANCHE";"41";"Colete Tático Paramédico";"COLETA";"41";"Biomaterial Torácico Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta Helix de Precisão";"Atirador";"ARMOR";"Jaqueta";"8";"EPIC";"Complexo Helix";"Carcaça de Atuador Helix";"DESMANCHE";"83";"Carcaça Experimental Helix";"DESMANCHE";"41";"Interface de Camuflagem Helix";"TECNOVARREDURA";"41";"Biomaterial Torácico Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta Titânica da Necrópole";"Atirador";"ARMOR";"Jaqueta";"9";"LEGENDARY";"Necrópole Industrial";"Coluna Titânica de Impacto";"DESMANCHE";"90";"Couraça Titânica Industrial";"DESMANCHE";"45";"Malha de Fibra Médica";"COLETA";"45";"Biomaterial Torácico Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Jaqueta, ARMOR e Atirador."
"Jaqueta do Último Disparo";"Atirador";"ARMOR";"Jaqueta";"10";"LEGENDARY";"Marco Zero";"Fibra Escarlate de Tração (Patrulha T10 Pés)";"PATRULHA";"90";"Placas Titânicas do Marco";"DESMANCHE";"45";"Manta de Fibra Rubra (Coleta T10 Armadura)";"COLETA";"45";"Biomaterial Torácico Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Jaqueta, ARMOR e Atirador."
"Cargueiras de Rua Rasgadas";"Atirador";"PANTS";"Cargueiras";"1";"COMMON";"Subúrbio Silencioso";"Apoio de Madeira Rachado";"DESMANCHE";"60";"Bolso de Munição Furado";"ARSENAL";"30";"Retalho de Calça Grossa";"COLETA";"30";"Biomaterial Articular Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Oficina Oleosa";"Atirador";"PANTS";"Cargueiras";"2";"COMMON";"Distrito da Ferrugem";"Casco de Solda Enferrujado";"DESMANCHE";"60";"Porta-cartuchos Oxidado";"ARSENAL";"30";"Bainha de Uniforme Escura";"PATRULHA";"30";"Biomaterial Articular Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Maca de Campo";"Atirador";"PANTS";"Cargueiras";"3";"UNCOMMON";"Hospital Santa Ruína";"Acolchoado de Maca (Patrulha T3 Pernas)";"PATRULHA";"68";"Estojo de Dardos Clínicos";"ARSENAL";"34";"Acolchoado de Maca (Coleta T3 Pernas)";"COLETA";"33";"Biomaterial Articular Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Embarque Tático";"Atirador";"PANTS";"Cargueiras";"4";"UNCOMMON";"Terminal dos Esquecidos";"Tapete de Embarque Desfiado (Patrulha T4 Pernas)";"PATRULHA";"68";"Bolsa de Cartuchos de Sinalização";"ARSENAL";"34";"Tapete de Embarque Desfiado (Coleta T4 Pernas)";"COLETA";"33";"Biomaterial Articular Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Quarentena Verde";"Atirador";"PANTS";"Cargueiras";"5";"RARE";"Zona de Quarentena 9";"Acolchoado Antimordida (Patrulha T5 Pernas)";"PATRULHA";"75";"Clip de Cápsulas Verdes";"ARSENAL";"38";"Sensor de Gás Verde (Tecnovarredura T5 Pernas)";"TECNOVARREDURA";"37";"Biomaterial Articular Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Pó Cinzento";"Atirador";"PANTS";"Cargueiras";"6";"RARE";"Refinaria do Pó Cinzento";"Avental de Borracha Carbonizado (Patrulha T6 Pernas)";"PATRULHA";"75";"Estojo de Munição Química";"ARSENAL";"38";"Relé de Refinaria";"TECNOVARREDURA";"37";"Biomaterial Articular Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras de Patrulha Mutagênica";"Atirador";"PANTS";"Cargueiras";"7";"EPIC";"Avenida dos Caídos";"Joelheira Tática Rasgada (Patrulha T7 Pernas)";"PATRULHA";"83";"Pente Balístico Roxo";"ARSENAL";"41";"Joelheira Tática Rasgada (Coleta T7 Pernas)";"COLETA";"41";"Biomaterial Articular Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras Articuladas Helix";"Atirador";"PANTS";"Cargueiras";"8";"EPIC";"Complexo Helix";"Polímero Articulado Silencioso";"PATRULHA";"83";"Cartucho Modular Helix";"ARSENAL";"41";"Atuador de Joelho Helix";"TECNOVARREDURA";"41";"Biomaterial Articular Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras Carmesim de Fibra";"Atirador";"PANTS";"Cargueiras";"9";"LEGENDARY";"Necrópole Industrial";"Correia de Fibra Tática";"PATRULHA";"90";"Cilindro de Munição Carmesim";"ARSENAL";"45";"Câmara de Movimento Carmesim";"TECNOVARREDURA";"45";"Biomaterial Articular Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Cargueiras, PANTS e Atirador."
"Cargueiras do Marco Zero";"Atirador";"PANTS";"Cargueiras";"10";"LEGENDARY";"Marco Zero";"Fibra Rubra Articulada (Patrulha T10 Pernas)";"PATRULHA";"90";"Porta-cargas do Marco";"ARSENAL";"45";"Módulo de Passo Final";"TECNOVARREDURA";"45";"Biomaterial Articular Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Cargueiras, PANTS e Atirador."
"Coturnos de Patrulha Gasta";"Atirador";"BOOTS";"Coturnos";"1";"COMMON";"Subúrbio Silencioso";"Couro de Coturno Gasto";"PATRULHA";"60";"Biqueira de Lata Amassada";"DESMANCHE";"30";"Couro de Bota Gasto";"COLETA";"30";"Biomaterial de Mobilidade Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Coturnos, BOOTS e Atirador."
"Coturnos de Ferrugem Baixa";"Atirador";"BOOTS";"Coturnos";"2";"COMMON";"Distrito da Ferrugem";"Cadarço de Uniforme Gasto (Patrulha T2 Pés)";"PATRULHA";"60";"Cravos de Ferro Oxidados";"DESMANCHE";"30";"Sensor de Porta Oxidado";"TECNOVARREDURA";"30";"Biomaterial de Mobilidade Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Coturnos, BOOTS e Atirador."
"Coturnos de Enfermaria Tática";"Atirador";"BOOTS";"Coturnos";"3";"UNCOMMON";"Hospital Santa Ruína";"Cobertura Cirúrgica Rasgada (Patrulha T3 Pés)";"PATRULHA";"68";"Estribo de Leito Clínico";"DESMANCHE";"34";"Sensor de Oxímetro";"TECNOVARREDURA";"33";"Biomaterial de Mobilidade Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Coturnos, BOOTS e Atirador."
